id,material_id,subgroup_id,name,odoo_id,technical_content_name,crop,domain,sap_category,sap_subcategory,business_category,business_segment,brand,sbgroup_name,hsn,created_date,product_qty,product_unit,std_unit_qty,std_unit,tax_rate,median_price,seed_type
1,10000009,1115,Ashgourd Sungro 600 10 gm,7427,,Ash Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SUNGRO,ASHGOURD SUNGRO 600,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,49,
2,10000010,1116,Ashgourd VNR-11 F1 10 gm,7313,,Ash Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,VNR SEEDS,ASHGOURD VNR-11 F1,12099990,25-08-2022,10 gm,EA,0.01,KG,0.00%,0,
3,10002666,4439,Syngenta 5417 (Baby Corn) 20kg,,,Baby Corn,Input,Seeds,Cereal crops,FIELD CROP,BRANDED,SYNGENTA,SYNGENTA 5417 BABY CORN,12099190,08-10-2022,20 Kg,EA,20,KG,0.00%,13970,
4,10002915,4439,Syngenta Baby corn 5 Kg,,,Baby Corn,Input,Seeds,Cereal crops,FIELD CROP,BRANDED,SYNGENTA,SYNGENTA 5417 BABY CORN,10051000,12-12-2022,5 Kg,EA,5,KG,0.00%,0,
5,10003419,5781,Hybrid Bajra Seeds Ajeet 37 1.5 kg,,,Bajra,Input,Seeds,Cereal crops,FIELD CROP,BRANDED,AJEET SEEDS,HYBRID BAJRA SEEDS AJEET 37,12099190,20-05-2023,1.5 Kg,EA,1.5,KG,0.00%,0,
6,10000019,1174,Beans Ankur ARDL-183 250 gm,10865,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,BEANS ANKUR ARDL-183,12099190,25-08-2022,250 gm,EA,0.25,KG,0.00%,380,
7,10000020,1175,Beans anvay Hillguni 500 gm,8422,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANVAY,BEANS ANVAY HILLGUNI,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,0,
8,10000021,1176,Beans East West Reenu 100 gm,10517,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BEANS EAST WEST REENU,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,90,
9,10000022,1177,Beans Green Komal F1 500 gm,11611,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,H M CLAUSE,BEANS GREEN KOMAL F1,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,255,
10,10000023,1178,Beans Pahuja 500 gm,8391,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,PAHUJA SEED,BEANS PAHUJA,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,0,
11,10000024,1179,Beans PAN 4201 500 gm,8367,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,PAN SEEDS,BEANS PAN 4201,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,165,
12,10000025,1180,Beans Seminis Falguni 1 Kg,6197,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SEMINIS,BEANS SEMINIS FALGUNI,12099910,25-08-2022,1 Kg,EA,1,KG,0.00%,0,
13,10000026,1180,Beans Seminis Falguni 500 gm,6327,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SEMINIS,BEANS SEMINIS FALGUNI,12099910,25-08-2022,500 gm,EA,0.5,KG,0.00%,345,
14,10000027,1181,Beans Super America 500 gm,7280,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SUPER AMERICA,BEANS SUPER AMERICA,20055100,25-08-2022,500 gm,EA,0.5,KG,0.00%,205,
15,10000028,1182,Beans Syngenta Serengeti 500 gm,8199,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SYNGENTA,BEANS SYNGENTA SERENGETI,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,348,
16,10000029,1182,Beans Syngenta Serengeti 1 Kg,8590,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SYNGENTA,BEANS SYNGENTA SERENGETI,12099190,25-08-2022,1 Kg,EA,1,KG,0.00%,0,
17,10000030,1183,Beans Ujjwal Padmini 500 gm,6424,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,UJJWAL SEED,BEANS UJJWAL PADMINI,20055100,25-08-2022,500 gm,EA,0.5,KG,0.00%,889.2405063,
18,10000716,2072,Flat Beans Seem Lila 50 gm,11400,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NEVEDITA,FLAT BEANS SEEM LILA,12099190,25-08-2022,50 gm,EA,0.05,KG,,15,
19,10000717,2073,Flat Beans VNR Seam 500 gm,4610,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,VNR SEEDS,FLAT BEANS VNR SEAM,12099190,25-08-2022,500 gm,EA,0.5,KG,,300,
20,10002076,4271,Yard Long Beans Ankur Chetki 500 gm,9262,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,YARD LONG BEANS ANKUR CHETKI,12099190,25-08-2022,500 gm,EA,0.5,KG,,0,
21,10002077,4272,Yard Long Beans Ankur HARI 100 gm,8775,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,YARD LONG BEANS ANKUR HARI,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,0,
22,10002078,4272,Yard Long Beans Ankur HARI 500 gm,9049,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,YARD LONG BEANS ANKUR HARI,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,195,
23,10002079,4273,Yard Long Beans Ankur Lakhisarai 500 gm,9263,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,YARD LONG BEANS ANKUR LAKHISARAI,12099190,25-08-2022,500 gm,EA,0.5,KG,,0,
24,10002080,4274,Yard Long Beans MALI Mali 10 500 gm,9261,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,MALI,YARD LONG BEANS MALI MALI 10,12099190,25-08-2022,500 gm,EA,0.5,KG,,0,
25,10002081,4275,Yard Long Beans Survarna 500 gm,3847,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SURVARNA,YARD LONG BEANS SURVARNA,12099190,25-08-2022,500 gm,EA,0.5,KG,,180,
26,10002082,4276,Yard Long Beans Syngenta YB-7 500 gm,4526,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SYNGENTA,YARD LONG BEANS SYNGENTA YB-7,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,530,
27,10003069,5345,Ankur Hy.Beans Dolly 50 gm,,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,ANKUR HYBRID BEANS DOLLY,12077090,03-02-2023,50 Gm,EA,0.05,KG,0.00%,0,
28,10003070,5344,Ankur Beans ARDL-183 250 gm,,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,ANKUR BEANS ARDL-183,12077090,03-02-2023,250 Gm,EA,0.25,KG,0.00%,0,
29,10003097,5373,ANKUR BEANS ARDL HRITU 250 gm,,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,ANKUR BEANS ARDL HRITU,12077090,06-02-2023,250 Gm,EA,0.25,KG,0.00%,0,
30,10003104,5344,ANKUR BEANS ARDL-183 500 gm,,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,ANKUR BEANS ARDL-183,12077090,07-02-2023,500 Gm,EA,0.5,KG,0.00%,0,
31,10003105,5345,Ankur Hy.Beans Dolly 250 gm,,,Beans,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,ANKUR HYBRID BEANS DOLLY,12077090,07-02-2023,250 Gm,EA,0.25,KG,0.00%,0,
32,10000031,1184,Beetroot Golden Sikandar 100 gm,9720,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,GOLDEN SEED,BEETROOT GOLDEN SIKANDAR,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,0,
33,10000032,1185,Beetroot Green Leaf 500 gm,4974,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,GREEN LEAF,BEETROOT GREEN LEAF,12099190,25-08-2022,500 gm,EA,0.5,KG,0.00%,0,
34,10000033,1185,Beetroot Green Leaf 100 gm,8038,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,GREEN LEAF,BEETROOT GREEN LEAF,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,385,
1124,10003115,5381,Moong SVM-66 2 Kg,,,Moong,Input,Seeds,Pulses,FIELD CROP,BRANDED,SHAKTI VARDHAK,MOONG SVM-66,12092990,08-02-2023,2 Kg,EA,2,KG,0.00%,450,
35,10000034,1186,Beetroot Hyveg Red Ruby 100 gm,9702,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BEETROOT HYVEG RED RUBY,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,0,
36,10000035,1187,Beetroot Pahuja Dynasty 100 gm,6413,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,PAHUJA SEED,BEETROOT PAHUJA DYNASTY,12099990,25-08-2022,100 gm,EA,0.1,KG,0.00%,400,
37,10000036,1188,Beetroot Pahuja Ruby Queen 100 gm,3824,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,PAHUJA SEED,BEETROOT PAHUJA RUBY QUEEN,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,400,
38,10000037,1188,Beetroot Pahuja Ruby Queen 300 gm,6402,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,PAHUJA SEED,BEETROOT PAHUJA RUBY QUEEN,12099190,25-08-2022,300 gm,EA,0.3,KG,0.00%,0,
39,10000038,1189,Beetroot Syngenta Ruddy 100 gm,9708,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,SYNGENTA,BEETROOT SYNGENTA RUDDY,12099190,25-08-2022,100 gm,EA,0.1,KG,0.00%,0,
40,10002695,1184,Beetroot Golden Sikandar 200 GM,,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,UPL,BEETROOT GOLDEN SIKANDAR,12099190,11-10-2022,200 Gm,EA,0.2,KG,0.00%,1040,
41,10003249,5533,Beet root Ishved Hy Ishved Ro 250 gm,,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ISHVED,BEET ROOT ISHVED HYBRID ISHVED RO,10019100,30-03-2023,250 Gm,EA,0.25,KG,0.00%,363,
42,10003309,5665,F1 LALIMA GOLDEN SEEDS 200 GM,,,Beetroot,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,GOLDEN SEED,F1 LALIMA GOLDEN SEEDS,12099190,24-04-2023,200 Gm,EA,0.2,KG,0.00%,0,
43,10000039,1195,Berseem PATEL 1 Kg,8863,,Berseem,Input,Seeds,Fodder Crops,FIELD CROP,BRANDED,PATEL SEEDS,BERSEEM PATEL,10019100,25-08-2022,1 Kg,EA,1,KG,0.00%,0,
44,10000040,1196,Berseem Premium 1 Kg,6473,,Berseem,Input,Seeds,Fodder Crops,FIELD CROP,BRANDED,PREMIUM,BERSEEM PREMIUM,12092400,25-08-2022,1 Kg,EA,1,KG,0.00%,147,
45,10002536,4322,Berseem Lion 50 KG,,,Berseem,Input,Seeds,Fodder Crops,FIELD CROP,BRANDED,,BARSEEM LION,12092200,09-09-2022,50 Kg,EA,50,KG,0.00%,6500,
46,10002584,4353,Berseem Sona Sikka 50 Kg,,,Berseem,Input,Seeds,Fodder Crops,FIELD CROP,BRANDED,,BARSEEM SONA,12092200,14-09-2022,50 Kg,EA,50,KG,0.00%,6050,
47,10002606,4376,Berseem Shipra 1 Kg,,,Berseem,Input,Seeds,Fodder Crops,FIELD CROP,BRANDED,,BERSEEM SHIPRA,12099190,21-09-2022,1 Kg,EA,1,KG,0.00%,146,
48,10000041,1200,Bhaji Sag Hindustan Pure Green 250 gm,10708,,Bhaji Sag,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HINDUSTAN SEEDS PVT LTD,BHAJI SAG HINDUSTAN PURE GREEN,12119099,25-08-2022,250 gm,EA,0.25,KG,0.00%,63,
49,10000042,1200,Bhaji Sag Hindustan Pure Green 500 gm,10709,,Bhaji Sag,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HINDUSTAN SEEDS PVT LTD,BHAJI SAG HINDUSTAN PURE GREEN,12119099,25-08-2022,500 gm,EA,0.5,KG,0.00%,126,
50,10000043,1219,Bittergourd Ankur 10 gm,7193,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,ANKUR SEED,BITTERGOURD ANKUR,12099190,25-08-2022,10 gm,EA,0.01,KG,,60,
51,10000044,1220,Bittergourd BASF Amanshree 1 Kg,9653,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,BASF,BITTERGOURD BASF AMANSHREE,12099190,25-08-2022,1 Kg,EA,1,KG,,0,
52,10000045,1221,Bittergourd BN BIPASA 50 gm,7331,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,,BITTERGOURD BN BIPASA,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,0,
53,10000046,1222,Bittergourd Chakra Meghna 2 25 gm,10237,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,CHAKRA SEEDS,BITTERGOURD CHAKRA MEGHNA 2,12099190,25-08-2022,25 gm,EA,0.025,KG,0.00%,48,
54,10000047,1223,Bittergourd Debgiri Meghna 10 gm,9489,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,DEBGIRI,BITTERGOURD DEBGIRI MEGHNA,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,0,
55,10000048,1224,Bittergourd Dharti Yagnesh 2.0 10 gm,10912,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,DHARTI SEEDS,BITTERGOURD DHARTI YAGNESH 2.0,12099190,25-08-2022,10 gm,EA,0.01,KG,,66,
56,10000049,1224,Bittergourd Dharti Yagnesh 2.0 50 gm,11415,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,DHARTI SEEDS,BITTERGOURD DHARTI YAGNESH 2.0,12099190,25-08-2022,50 gm,EA,0.05,KG,,320,
57,10000050,1225,Bittergourd East West Anmol 10 gm,4025,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST ANMOL,94046304,25-08-2022,10 gm,EA,0.01,KG,0.00%,80,
58,10000051,1226,Bittergourd East West Maya 50 gm,8979,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST MAYA,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,510,
59,10000052,1226,Bittergourd East West Maya 7 gm,8980,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST MAYA,12099190,25-08-2022,7 gm,EA,0.007,KG,0.00%,87,
60,10000053,1227,Bittergourd East West Palee 10 gm,4155,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PALEE,12130000,25-08-2022,10 gm,EA,0.01,KG,0.00%,82,
61,10000054,1227,Bittergourd East West Palee 50 gm,4156,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PALEE,12130000,25-08-2022,50 gm,EA,0.05,KG,0.00%,536,
62,10000055,1227,Bittergourd East West Palee 100 gm,4157,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PALEE,12130000,25-08-2022,100 gm,EA,0.1,KG,0.00%,1038,
63,10000056,1227,Bittergourd East West Palee 7 gm,9264,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PALEE,12130000,25-08-2022,7 gm,EA,0.007,KG,0.00%,82,
64,10000057,1228,Bittergourd East West Prachi 50 gm,7693,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRACHI,10061010,25-08-2022,50 gm,EA,0.05,KG,0.00%,505,
65,10000058,1228,Bittergourd East West Prachi 100 gm,9981,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRACHI,10061010,25-08-2022,100 gm,EA,0.1,KG,0.00%,800,
66,10000059,1229,Bittergourd East West Pragati 200 gm,5617,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,200 gm,EA,0.2,KG,0.00%,1600,
67,10000060,1229,Bittergourd East West Pragati 50 gm,5618,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,50 gm,EA,0.05,KG,0.00%,655,
1924,12000008,1037,Agromin 250 ml,7257,,,Input,Crop Nutrition,Micronutrients,CROP NUTRITION,BRANDED,ARIES,AGROMIN,28332910,25-08-2022,250 ml,EA,0.25,L,12.00%,63,
68,10000061,1229,Bittergourd East West Pragati 100 gm,5619,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,100 gm,EA,0.1,KG,0.00%,800,
69,10000062,1229,Bittergourd East West Pragati 250 gm,5620,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,250 gm,EA,0.25,KG,0.00%,0,
70,10000063,1229,Bittergourd East West Pragati 500 gm,5621,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,500 gm,EA,0.5,KG,0.00%,4000,
71,10000064,1229,Bittergourd East West Pragati 10 gm,6292,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,EAST WEST,BITTERGOURD EAST WEST PRAGATI,12119029,25-08-2022,10 gm,EA,0.01,KG,0.00%,105,
72,10000065,1230,Bittergourd H M Clause Anushka 50 gm,10244,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,H M CLAUSE,BITTERGOURD H M CLAUSE ANUSHKA,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,394,
73,10000066,1231,Bittergourd H M Clause Tijarti 50 gm,10245,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,H M CLAUSE,BITTERGOURD H M CLAUSE TIJARTI,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,338,
74,10000067,1231,Bittergourd H M Clause Tijarti 10 gm,11639,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,H M CLAUSE,BITTERGOURD H M CLAUSE TIJARTI,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,92,
75,10000068,1232,Bittergourd H M Clause Virat 50 gm,10246,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,H M CLAUSE,BITTERGOURD H M CLAUSE VIRAT,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,263,
76,10000069,1233,Bittergourd Hyveg Nagesh 10 gm,5944,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BITTERGOURD HYVEG NAGESH,12092200,25-08-2022,10 gm,EA,0.01,KG,0.00%,97,
77,10000070,1234,Bittergourd Hyveg Nandan 10 gm,5943,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BITTERGOURD HYVEG NANDAN,12092300,25-08-2022,10 gm,EA,0.01,KG,0.00%,0,
78,10000071,1235,Bittergourd Hyveg Noor 26 10 gm,10447,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BITTERGOURD HYVEG NOOR 26,12099110,25-08-2022,10 gm,EA,0.01,KG,0.00%,104,
79,10000072,1235,Bittergourd Hyveg Noor 26 100 gm,11791,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BITTERGOURD HYVEG NOOR 26,12099110,25-08-2022,100 gm,EA,0.1,KG,0.00%,860,
80,10000073,1236,Bittergourd Hyveg Raja 100 gm,11008,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,HYVEG,BITTERGOURD HYVEG RAJA,7099300,25-08-2022,100 gm,EA,0.1,KG,0.00%,800,
81,10000074,1237,Bittergourd kalash Trishtha 50 gm,10306,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,KALASH,BITTERGOURD KALASH TRISHTHA,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,0,
82,10000075,1238,Bittergourd Kaveri KS67 10 gm,7395,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,KAVERI SEEDS,BITTERGOURD KAVERI KS67,10051000,25-08-2022,10 gm,EA,0.01,KG,0.00%,82,
83,10000076,1239,Bittergourd Mahyco S165 10 gm,4027,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,MAHYCO,BITTERGOURD MAHYCO S165,46021100,25-08-2022,10 gm,EA,0.01,KG,0.00%,88,
84,10000077,1240,Bittergourd Namdhari NS 4501 10 gm,10607,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NAMDHARI SEEDS,BITTERGOURD NAMDHARI NS 4501,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,80,
85,10000078,1240,Bittergourd Namdhari NS 4501 50 gm,10632,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NAMDHARI SEEDS,BITTERGOURD NAMDHARI NS 4501,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,525.0262513,
86,10000079,1241,Bittergourd Namdhari NS463 10 gm,10984,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NAMDHARI SEEDS,BITTERGOURD NAMDHARI NS463,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,80,
87,10000080,1242,Bittergourd Noble Archana 10 gm,8999,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NOBLE,BITTERGOURD NOBLE ARCHANA,12099190,25-08-2022,10 gm,EA,0.01,KG,0.00%,75,
88,10000081,1243,Bittergourd Nongwoo Aryan 50 gm,9043,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NONGWOO,BITTERGOURD NONGWOO ARYAN,12099190,25-08-2022,50 gm,EA,0.05,KG,0.00%,485,
89,10000082,1246,Bittergourd Nunhems Amanshree 500 Seed,6091,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS AMANSHREE,12099160,25-08-2022,500 Seed,EA,1,EA,0.00%,1060,
90,10000083,1246,Bittergourd Nunhems Amanshree 100 Seed,8998,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS AMANSHREE,12099160,25-08-2022,100 Seed,EA,1,EA,0.00%,215,
91,10000084,1246,Bittergourd Nunhems Amanshree 250 Seed,9053,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS AMANSHREE,12099160,25-08-2022,250 Seed,EA,1,EA,0.00%,0,
92,10000085,1246,Bittergourd Nunhems Amanshree 1000 Seed,9793,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS AMANSHREE,12099160,25-08-2022,1000 Seed,EA,1,EA,0.00%,2070,
93,10000086,1245,Bittergourd (Rocker Gourd) 500 Seed,6120,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS (ROCKER GOURD),12099190,25-08-2022,500 Seed,EA,1,EA,,0,
94,10000087,1249,Bittergourd Nunhems US(1321) 500 Seed,4561,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US(1321),12099190,25-08-2022,500 Seed,EA,1,EA,0.00%,0,
95,10000088,1247,Bittergourd Nunhems US 475 500 Seed,6100,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US 475,12099190,25-08-2022,500 Seed,EA,1,EA,0.00%,955,
96,10000089,1247,Bittergourd Nunhems US 475 250 Seed,9054,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US 475,12099190,25-08-2022,250 Seed,EA,1,EA,0.00%,412,
97,10000090,1248,Bittergourd Nunhems US 6214 500 Seed,4544,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US 6214,12099190,25-08-2022,500 Seed,EA,1,EA,0.00%,830,
98,10000091,1248,Bittergourd Nunhems US 6214 1000 Seed,4545,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US 6214,12099190,25-08-2022,1000 Seed,EA,1,EA,0.00%,185,
99,10000092,1248,Bittergourd Nunhems US 6214 100 Seed,4586,,Bitter Gourd,Input,Seeds,Fruits and Vegetable,VEGETABLE SEEDS,BRANDED,NUNHEMS,BITTERGOURD NUNHEMS US 6214,12099190,25-08-2022,100 Seed,EA,1,EA,0.00%,0,
